idempresa,flag_salesforce,provincia_principal,ciudad_principal,region
50615697,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51076494,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50347435,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51204328,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
50369374,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50605687,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50511998,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102710659,true,Ciudad de México,Venustiano Carranza,I24_MX          Lista #01           MXN
51212157,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50914997,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50902226,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102789837,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51160964,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50655318,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102690686,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102773905,true,Ciudad de México,Tláhuac,I24_MX          Lista #01           MXN
50591916,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102770130,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
102323567,true,Edo. de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102617498,true,Jalisco,San Pedro Tlaquepaque,I24_MX          Lista #01           MXN
50661280,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51093079,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102705257,true,Edo. de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102760772,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102708619,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50667807,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50710657,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102730723,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50747918,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102618342,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102546506,true,Edo. de México,Ixtapaluca,I24_MX          Lista #01           MXN
102327301,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50722105,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50608515,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102220834,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50684165,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50340686,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50618007,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50674511,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50651348,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
51111754,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50426157,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50351153,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
50453039,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102764056,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51347347,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50727977,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102565337,true,Jalisco,San Pedro Tlaquepaque,I24_MX          Lista #01           MXN
102237310,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102287571,true,Ciudad de México,otra,I24_MX          Lista #01           MXN
51137397,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50477968,true,Ciudad de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102744745,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
102717101,true,Edo. de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102727569,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102774803,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
50791407,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50981383,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50848824,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102601925,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51122621,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51154296,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50861167,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50774742,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50540497,true,Ciudad de México,Querétaro,I24_MX          Lista #01           MXN
51020100,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50354446,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50933058,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50573103,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102242845,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51025035,true,Edo. de México,Lerma,I24_MX          Lista #01           MXN
102175332,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
51101659,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51019854,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50886887,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50833973,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102702480,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50456732,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50510974,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50535657,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50949365,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50982493,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50907463,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102234726,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
51074261,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102382036,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50922475,true,Jalisco,San Pedro Tlaquepaque,I24_MX          Lista #01           MXN
51206740,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51018241,true,Edo. de México,Tultitlán,I24_MX          Lista #01           MXN
51221147,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50927887,true,Ciudad de México,Cortazar,I24_MX          Lista #01           MXN
102183517,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102769980,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50590411,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50573798,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
51207038,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50521736,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50775142,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102458029,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51158502,true,Ciudad de México,Puebla,I24_MX          Lista #01           MXN
102235570,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
595095,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50920728,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50938446,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51220989,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50929443,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51111522,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102517286,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
51406623,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50577002,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50664746,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50750929,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50861388,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102726181,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50371957,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50544740,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
51373508,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50549516,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50580247,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51019648,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102238208,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102541722,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51006114,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51407455,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51244605,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51322950,true,Edo. de México,Valle de Bravo,I24_MX          Lista #01           MXN
50681621,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102645768,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51015464,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
51013605,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50558188,true,Edo. de México,Cuautitlán,I24_MX          Lista #01           MXN
51115950,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50547482,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51338330,true,Ciudad de México,Tultitlán,I24_MX          Lista #01           MXN
50633742,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50498754,true,Ciudad de México,Venustiano Carranza,I24_MX          Lista #01           MXN
51340900,true,Edo. de México,Cuautitlán,I24_MX          Lista #01           MXN
580140,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102714513,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50419404,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102190773,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
50592102,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50752554,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51016598,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50950201,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51273790,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50640465,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50481968,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
51396356,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102737793,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
50424796,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50347307,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51153144,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51184948,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102778157,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102662088,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102719483,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50356923,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50347485,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50887224,true,Ciudad de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51402389,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50909008,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50636884,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51318311,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102763136,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51027809,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50993476,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102497041,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
102456310,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102592162,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51213248,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102484360,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50797431,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
51244207,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51369773,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50894011,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51164318,true,Ciudad de México,San Mateo Atenco,I24_MX          Lista #01           MXN
